Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
16,Ben Wycliff Mugalu,-0.213145882,0.083401576,0.043879367,0.008571181,-0.021268671,-0.037533052,0.056313597,-0.092128202,0.146779627,-0.020754762,0.28851065,-0.005833737,-0.197502881,-0.08940319,0.034226075,0.099622816,-0.202447891,-0.114701569,-0.114045538,-0.221002027,-0.035323072,0.051461615,-0.023196688,0.098128639,-0.097052805,-0.203766793,-0.079862304,-0.199952334,0.143703952,-0.114512436,0.037785932,0.044853102,-0.172859505,-0.024035111,-0.014767639,-0.000788704,0.059105407,-0.006004632,0.217873588,-0.009725426,-0.080882341,-0.027564801,0.022208108,0.280991256,0.122773983,0.011811927,0.001007259,-0.01151124,0.050833493,-0.125239298,0.041913263,0.163087755,0.18779254,0.033515897,-0.069790021,-0.216850281,-0.138879567,0.039469846,-0.150890991,0.070238635,0.060369208,-0.079301588,-0.174058765,-0.091201276,0.216222644,0.124054991,-0.139890239,-0.184986144,0.214254051,-0.15336813,-0.05030226,0.134524584,-0.14660567,-0.110057332,-0.189947724,0.124520525,0.361593425,0.043026023,-0.164540797,-0.015824446,-0.200072616,-0.001996731,-0.089460745,0.042628642,-0.13223058,0.0247536,-0.045304835,0.01971446,0.123170584,0.023456328,-0.036743328,0.161236301,0.014045613,-0.019805908,-0.003546493,-0.01342719,-0.004841167,-0.080664702,-0.057643592,-0.04298383,0.000960868,-0.085478559,0.007803204,0.054400843,-0.177345976,0.170430571,0.047716804,-0.024457226,-0.030995183,0.095275022,-0.068667442,-0.048281014,0.220882133,-0.252771884,0.181857079,0.174892321,0.060259093,0.161337465,0.019011723,0.163568243,-0.062083747,0.006268762,-0.136179522,-0.070700765,0.072951667,-0.061559338,0.022928594,0.035227627
17,Ben Wycliff Mugalu,-0.134317383,0.123644896,0.036106933,-0.003542524,-0.039057419,-0.061231583,0.087468341,-0.054053038,0.166348085,-0.013823892,0.305717587,-0.074099809,-0.207715362,-0.075255878,0.01839276,0.133431152,-0.170520186,-0.116836756,-0.093276247,-0.188122258,-0.013979436,0.061595269,-0.055554368,0.149770916,-0.070039719,-0.22401531,-0.046980619,-0.161274657,0.126398131,-0.163153812,0.024927266,0.10523726,-0.154235721,-0.051074624,-0.003081943,-0.00182968,0.070232131,-0.032382026,0.193992212,0.023181658,-0.090226896,-0.023915736,0.012963844,0.311844409,0.137908414,0.006969266,-0.005254235,-0.013190055,0.037647747,-0.151972592,0.059089255,0.107774273,0.202120185,0.069412395,-0.101397336,-0.232738942,-0.121468745,0.012398062,-0.196587116,0.071568787,0.040001217,-0.117732882,-0.125718653,-0.051717415,0.250726372,0.10700503,-0.125965312,-0.145199344,0.215986535,-0.166835055,-0.055269159,0.119640075,-0.112123929,-0.081464946,-0.197191253,0.141410112,0.359140009,0.041818246,-0.201655969,-0.025013782,-0.172712654,0.004109652,-0.084562637,0.067035995,-0.11108014,-0.011650605,-0.062175035,0.025908981,0.140184313,0.009968194,-0.082881495,0.208028793,0.002324425,-0.010399297,0.023644991,0.006996765,0.012693629,-0.051078498,-0.024402214,-0.039587587,0.023334417,-0.109693453,-0.027169291,0.073102124,-0.213725597,0.179102138,0.038398359,-0.014358331,-0.008443007,0.102348149,-0.052548036,-0.05783483,0.21869427,-0.262906015,0.195404887,0.158220753,0.085809924,0.176662907,-0.024792161,0.147341728,-0.0011656,-0.063428923,-0.094349474,-0.059703857,0.09357544,-0.050674114,0.032754719,0.060020491
18,Ben Wycliff Mugalu,-0.184349999,0.059316017,0.036214225,-0.014749044,-0.049195215,-0.067066908,0.090351671,-0.066676043,0.141451269,0.011489792,0.304653227,-0.049855836,-0.252902865,-0.062481578,-0.019951006,0.108209759,-0.165959001,-0.120558165,-0.060413159,-0.15264228,-0.015678382,0.060893856,-0.028262267,0.141868204,-0.092157677,-0.219150156,-0.041538455,-0.203626335,0.072261035,-0.096416824,0.05766638,0.119581789,-0.16236183,-0.026674278,0.013495533,0.041397076,0.056527056,-0.029371912,0.214780316,0.051362664,-0.108125575,-0.097654916,0.008309711,0.310125321,0.083335169,-0.008914223,0.030663997,-0.02584761,-0.009621989,-0.157488227,0.072951347,0.13457863,0.231601954,0.047959846,-0.091101296,-0.271633476,-0.070692629,-0.015672673,-0.186646193,0.066492431,0.066385247,-0.050464287,-0.121998854,-0.058797948,0.279984385,0.102009229,-0.163972318,-0.123314805,0.24307254,-0.156023741,-0.079957306,0.136620313,-0.133121476,-0.126120433,-0.191701025,0.106850825,0.341849536,0.057066061,-0.229128137,-0.05279886,-0.211718097,0.006624546,-0.089764364,0.080148697,-0.107477173,0.056579776,-0.078783505,-0.01937549,0.130280763,0.01280243,-0.087132864,0.205356047,0.030998729,-0.034180447,0.049067207,0.00257891,0.022498937,-0.054478768,-0.053618148,-0.038737159,0.010877357,-0.117314167,-0.034108195,0.073745035,-0.219663456,0.175706223,0.040537219,-0.053014025,-0.033719122,0.062640928,-0.083320923,-0.053564765,0.235866562,-0.261254698,0.189466298,0.15440923,0.107900903,0.183413073,0.016561031,0.135613188,-0.025187492,-0.067644596,-0.122653902,-0.076332383,0.072134539,-0.080339342,0.025159251,0.058384705
19,Brenda,-0.135050058,0.079584822,0.119255945,-0.041260503,-0.004305811,-0.109404817,0.058568507,-0.158451259,0.212666556,-0.143643737,0.281290382,0.004438641,-0.201317117,-0.055433992,0.062504634,0.105039343,-0.179202467,-0.05897605,-0.142661229,-0.045010462,0.01548932,0.008342755,0.062682621,0.048862685,-0.059931636,-0.235797748,-0.129021615,-0.16295661,0.083652548,-0.015452169,-0.008336765,0.085694455,-0.136369184,-0.060052402,-0.074579231,-0.011789978,0.040294334,-0.034996282,0.202566236,-0.060225699,-0.234352142,-0.024371425,-0.060519636,0.181447789,0.228810832,-0.069553524,-0.037307173,-0.033232287,0.06205764,-0.193412155,0.015757509,0.081822187,0.111443773,0.032502629,-0.040709026,-0.157384768,-0.032418076,0.077598676,-0.199552253,-0.025336741,0.103135847,-0.168739423,-0.107662342,0.004396243,0.187549412,0.138220012,-0.143689007,-0.141547367,0.215911552,-0.129967168,0.028641639,0.133166388,-0.179603428,-0.120018713,-0.176206902,0.050319552,0.400601208,0.059056632,-0.175114557,-0.01953477,-0.296120882,-0.00154251,-0.033175882,0.031061944,-0.008750619,-0.030186726,-0.100680038,-0.017994501,0.118088663,-0.039814193,-0.014288297,0.297543585,0.023672206,-0.015303001,-0.002632477,0.001715947,-0.013722814,-0.062401183,-0.139528438,-0.042520151,0.021316055,-0.077639431,-0.0461527,0.100549251,-0.204652891,0.200815186,0.059596404,0.047310248,0.094705209,-0.005699516,-0.032693543,-0.087603427,0.194543511,-0.184139937,0.117746986,0.136178225,0.07381504,0.130134717,0.003558409,0.114785872,-0.060145557,-0.04741982,-0.224307597,-0.011613208,0.115610465,-0.019606011,0.013648696,0.046705425
20,Brenda,-0.147653192,0.072974801,0.088521741,-0.040641591,-0.024745068,-0.119152412,0.03455282,-0.166101918,0.204651967,-0.114085779,0.288713038,0.018169092,-0.209678724,-0.055544857,0.041941233,0.131512836,-0.156353563,-0.071701698,-0.121371672,-0.086372234,0.001454495,0.036339596,0.00947015,0.059286732,-0.045138143,-0.262911022,-0.136227742,-0.13736847,0.030266099,-0.023875874,-0.004526899,0.110303029,-0.154369608,-0.088778079,-0.026582183,0.012652575,0.021453232,-0.00357326,0.192007706,-0.021710742,-0.166857809,-0.043414585,-0.02378225,0.233111307,0.200189173,-0.049688775,-0.032021567,-0.017768512,0.029676722,-0.199781403,0.011674026,0.090056449,0.131743237,0.027175846,-0.027907765,-0.175348967,-0.033270802,0.07248266,-0.209792674,-0.019812461,0.085940436,-0.176425695,-0.137967587,-0.006747368,0.239425153,0.10920696,-0.142318055,-0.111865856,0.227149084,-0.107853413,0.027112037,0.076954886,-0.168250874,-0.151026726,-0.20558396,0.068422258,0.388568372,0.057479814,-0.200485542,0.015448826,-0.272503972,-0.015931476,-0.045190334,-0.015240783,-0.017669415,-0.000928657,-0.108448409,0.000119021,0.117017329,-0.016785141,0.01456574,0.316752613,0.008571103,-0.009190356,0.027464276,0.003487318,-0.011717647,-0.085739508,-0.15116857,-0.055628683,0.026344553,-0.098550595,-0.027546614,0.107894465,-0.232350886,0.189518988,0.055926897,0.037686922,0.049973886,-0.014222627,-0.068494774,-0.102924705,0.218029529,-0.197620943,0.104566298,0.143066123,0.057746481,0.155948013,-0.002232217,0.084068261,-0.074059963,-0.078219593,-0.232677981,-0.005706183,0.108738638,-0.040217735,0.000376853,0.073483527
21,Brenda,-0.167484552,0.074917555,0.124015562,-0.037738368,-0.022127274,-0.116861567,0.013372255,-0.145036638,0.180088669,-0.095410652,0.311626017,0.010435474,-0.21335724,-0.044592526,0.034295045,0.124977693,-0.166617557,-0.051952355,-0.124819383,-0.072963715,6.52E-05,0.031020761,0.004376151,0.046991393,-0.069373645,-0.304416358,-0.121424139,-0.13326712,0.037350632,0.015152856,-0.005056093,0.101721309,-0.170777678,-0.078276262,-0.009786298,0.018328082,0.002060076,0.002476597,0.176283196,-0.015837688,-0.17425023,-0.066188641,-0.033161677,0.210587099,0.185682148,-0.025237612,-0.002392501,-0.020733058,0.028356532,-0.217696011,0.003833178,0.111496575,0.124587893,0.039108146,-0.033694111,-0.185278058,-0.025173834,0.061767898,-0.207725838,-0.005489498,0.088298611,-0.190617383,-0.140736416,-0.015164853,0.241590619,0.112821132,-0.155866772,-0.118564725,0.237525389,-0.107310429,0.047514118,0.086493514,-0.155177951,-0.16471523,-0.232747197,0.062386673,0.387390465,0.077083066,-0.187932327,0.002546635,-0.298994511,0.014238019,-0.053496379,-0.019836046,-0.041628741,0.025507279,-0.103246927,-0.013145015,0.120737568,-0.016223142,0.014054916,0.327267408,0.001922814,0.010284992,0.031024203,-0.002442811,-0.024467409,-0.114353888,-0.130486786,-0.050651882,0.027097877,-0.106866442,-0.004002073,0.10063614,-0.234736636,0.184786022,0.038530428,0.055621237,0.070541494,0.000835479,-0.081431113,-0.126432106,0.217159182,-0.206331745,0.111784257,0.157294303,0.076951683,0.165218607,0.038854942,0.077204153,-0.092109583,-0.077647336,-0.210704923,-0.013442255,0.090363309,-0.043823481,-0.00604086,0.060898662
22,Brenda,-0.191717818,0.078005902,0.088442691,-0.040772088,0.003408999,-0.114304863,0.036701426,-0.149704188,0.15669252,-0.109503366,0.280260801,-0.013571268,-0.201665878,-0.090672158,0.081431411,0.106035113,-0.15366888,-0.060883395,-0.13766849,-0.101296604,0.002738208,0.074650697,0.005579775,0.090918586,-0.068191074,-0.284541368,-0.098668732,-0.157330006,0.046204966,-0.009489171,-0.037738167,0.066274218,-0.173614979,-0.069301091,-0.018912893,0.021992806,0.022079132,-0.022271331,0.179767311,0.007857489,-0.173118129,-0.053495474,-0.032882459,0.226035729,0.228660271,-0.032544855,-0.05008015,-0.026641456,0.075461484,-0.208067358,0.011626126,0.098323718,0.103591084,0.033990286,-0.025398236,-0.171528295,-0.066938214,0.04875686,-0.20423159,-0.029738497,0.064473063,-0.179169819,-0.14879775,-0.054199446,0.246252522,0.126615584,-0.156727329,-0.115694977,0.245303541,-0.130976155,0.019546881,0.10311991,-0.133889437,-0.132680461,-0.188176289,0.099672757,0.329620689,0.080493502,-0.203959018,-0.023704514,-0.293589652,0.014551803,-0.02716515,-0.002917905,-0.010692143,-0.007919603,-0.072384663,-0.024195569,0.136025742,-0.001476667,0.015708575,0.333884686,-0.000749003,-0.007990234,0.041408248,-0.001363948,-0.044813819,-0.096495107,-0.130726948,-0.050125521,0.056345977,-0.110185295,0.001766544,0.116682887,-0.242287442,0.194199786,0.041198354,0.034625839,0.093183421,-0.029360564,-0.066286691,-0.095745422,0.189178854,-0.208909228,0.139232084,0.12317273,0.079401158,0.172095627,0.008189481,0.092688084,-0.088233493,-0.0763335,-0.223391786,-0.030047175,0.132756129,-0.021053724,-0.009540088,0.042087812
23,Denzel Washington,-0.094478682,0.16490826,0.142310575,0.06003464,-0.035706993,-0.020943888,0.038166381,-0.144876406,0.254511625,-0.048430756,0.259508193,-0.00617136,-0.166744709,-0.169570506,-0.011265463,0.168023005,-0.098270088,-0.111566179,-0.149073437,-0.017030513,-0.02814885,-0.041049004,0.046502702,0.042090144,-0.048677653,-0.371116906,-0.075369604,-0.186893001,0.004256018,-0.191547453,-0.024630252,-0.005507183,-0.179086357,-0.110600226,-0.092721529,0.028841347,-0.034408219,-0.018174557,0.164042279,-0.031380638,-0.212351233,-0.003692898,-0.035089634,0.24589999,0.284261227,-0.033781562,0.024999375,-0.008738561,0.084686972,-0.217556208,0.036739483,0.056032125,0.178870037,0.024664208,0.100265242,-0.132842958,-0.091763176,0.114865169,-0.179560989,0.089598015,0.100964166,-0.098730579,-0.100153252,0.045269508,0.249722764,0.15821597,-0.138064444,-0.084331445,0.183150277,-0.143946201,0.072170958,0.073827863,-0.102293372,-0.186492473,-0.273925871,0.101596102,0.43051073,0.062978879,-0.284606189,-0.128952593,-0.199014068,0.082329102,-0.005732497,0.028228983,-0.048901983,-0.027909981,-0.149730384,-0.047015801,0.115921624,0.023377804,-0.021616969,0.228453189,-0.060923368,-0.082424358,-0.019894695,0.012423745,-0.053549577,-0.01596657,-0.126782864,-0.035206366,0.017536152,-0.100478955,-0.03696074,0.048904251,-0.16794458,0.115523674,0.009831153,0.038206428,0.025062434,-0.004315054,-0.119451866,-0.026040068,0.2428139,-0.231492966,0.218025744,0.130368471,-0.034079254,0.117462546,0.009947417,0.123521701,-0.039314255,-0.049906287,-0.096188523,-0.028407531,0.029531125,-0.060314424,0.045002367,0.014902907
24,Denzel Washington,-0.168771014,0.146883249,0.042385399,0.01796204,-0.075145118,0.005994736,0.002974359,-0.159120232,0.157500684,-0.060020629,0.218585894,-0.047914948,-0.285836607,-0.146426693,0.001460497,0.095405258,-0.105182998,-0.105546981,-0.155132651,-0.141154349,-0.024315437,0.039014429,0.043831874,0.05185407,-0.09315896,-0.386838168,-0.083993934,-0.213420242,0.010506161,-0.17047663,-0.103649884,-0.023562543,-0.138589263,-0.081874959,-0.073099546,-0.001933312,0.039393041,0.02904941,0.145562917,-0.035759252,-0.157612517,-0.0557735,0.050880164,0.249351904,0.263971299,0.03774501,-0.041751411,0.034603741,0.039830185,-0.218762964,0.025446154,0.111785769,0.195107907,-0.02606716,0.084573299,-0.093356393,-0.126510471,0.048870504,-0.174806535,0.024815986,0.08354032,-0.133651063,-0.137802482,-0.017877635,0.297842085,0.151397705,-0.137155622,-0.033446066,0.178578064,-0.197961763,0.005629615,0.010371044,-0.100444607,-0.149166718,-0.237566128,0.073531531,0.409026891,0.137354061,-0.218152389,-0.034162078,-0.213166669,0.012975619,0.017213276,-0.022490552,-0.089102402,-0.017581649,-0.108097546,0.044368491,0.126960054,-0.013232922,0.012967125,0.196031213,-0.034525499,0.023142019,0.021526128,0.007399744,-0.085626513,-0.083260372,-0.079523578,0.018812144,0.030593529,-0.091963321,0.026373703,0.044676747,-0.159501895,0.111554936,0.028757859,-0.034920894,0.012829842,-0.02775174,-0.052479722,-0.035391796,0.213927045,-0.245794907,0.169725269,0.136104912,-0.04113299,0.156761944,-0.019022316,0.05855567,-0.038977537,-0.03991675,-0.151153773,-0.093554303,0.087692276,-0.127750129,0.076061703,0.021669723
25,Denzel Washington,-0.127405465,0.1219429,0.051519424,0.051251303,-0.028798576,5.02E-05,0.003298044,-0.180754662,0.214377612,-0.086312771,0.254890203,0.024583757,-0.208810955,-0.216562256,-0.066588297,0.165316984,-0.113495812,-0.160141453,-0.142513037,-0.085174367,-0.039311752,-0.036114503,0.072942622,0.069441542,-0.058741406,-0.361807287,-0.063334666,-0.227042049,-0.012441951,-0.168066964,-0.068962865,0.035651408,-0.170862302,-0.08940696,-0.04008216,0.049315661,-0.014246032,0.042121809,0.175406158,-0.030719645,-0.113229752,0.001919967,-0.012059554,0.291648597,0.248723537,0.015130851,0.030235786,-0.017593935,0.108722813,-0.230476424,0.079025589,0.084377415,0.164493188,0.040199474,0.106495544,-0.167963639,-0.063093171,0.089663327,-0.15323931,0.087975882,0.074558549,-0.066076674,-0.121197917,0.020034596,0.294689208,0.172814518,-0.152351812,-0.054349951,0.198735088,-0.16009973,0.062804058,0.033797596,-0.131866813,-0.165279433,-0.227878153,0.083322853,0.471705109,0.122813717,-0.258807451,-0.102248058,-0.161370933,0.057507623,0.023337269,0.003410538,-0.100986242,-0.015917649,-0.122454792,-0.022879552,0.111823775,0.076032922,-0.057771005,0.194018364,-0.027020412,-0.034787312,0.058435023,-0.012423561,-0.040629759,-0.066494785,-0.155395404,6.41E-05,-0.089279428,-0.116422363,-0.050526474,-0.000423925,-0.098914966,0.127070382,0.000114978,0.031519331,-0.062120896,0.024998646,-0.12336269,-0.000547442,0.188987538,-0.2447263,0.236863777,0.124362141,0.046702985,0.167768389,-0.009663385,0.108124234,-0.053638715,-0.039659161,-0.102415137,-0.082186878,0.057234779,-0.086171515,0.085983776,0.013554683
26,Denzel Washington,-0.128662437,0.181159556,0.071338043,0.023048352,-0.01175692,0.059532046,0.03247302,-0.174311653,0.199882224,-0.033920784,0.279969573,-0.003306855,-0.282414496,-0.182381421,-0.037487697,0.127255782,-0.157798603,-0.0989471,-0.113785677,-0.09904325,-0.026410863,0.007732822,0.020144334,0.037988216,-0.067707762,-0.35405302,-0.066873893,-0.254872918,-0.014639715,-0.130865023,-0.077245407,-0.009692356,-0.131076947,-0.08115343,-0.087007187,-0.075195767,0.008544025,0.00186298,0.178155348,-0.007610021,-0.123420238,-0.035381921,0.005426118,0.264873058,0.271483481,-0.026144544,-0.026757689,0.01902716,0.047461245,-0.201770633,0.02453923,0.118265517,0.192974582,0.02245692,0.068788439,-0.145292103,-0.101001278,0.032033645,-0.201882794,0.046766318,0.070925534,-0.125425085,-0.122285739,0.021952657,0.235278189,0.141464666,-0.133113176,-0.075568885,0.174896538,-0.141870856,0.033560187,0.039067522,-0.141163677,-0.19713825,-0.222979501,0.121531315,0.421172708,0.169589356,-0.254644752,-0.078769408,-0.214708537,0.004409259,0.052231736,-0.002752276,-0.048587456,-0.046975069,-0.111447528,-0.011072489,0.062846899,0.022439357,-0.059207469,0.24120611,-0.060920857,-0.048473626,0.026024345,0.021104433,-0.050634816,-0.023432322,-0.103464253,-0.01480824,0.009252116,-0.101668984,0.011610713,0.04010459,-0.14745447,0.10141249,0.034645598,0.009803823,-0.004304961,-0.050694987,-0.080742709,0.00860235,0.237802833,-0.24499622,0.185740143,0.111793935,-0.006531638,0.157429785,-0.003272076,0.063000828,-0.058528978,-0.083206825,-0.146020427,-0.07960102,0.07164032,-0.069625631,0.093157142,0.007160733
27,Denzel Washington,-0.141819417,0.124257557,0.06543567,0.05256293,-0.019439807,-0.00542153,0.061895903,-0.078482613,0.160204142,-0.067622304,0.251734972,0.041166905,-0.172180608,-0.246423677,0.020223703,0.112232819,-0.146401256,-0.158999845,-0.192027599,-0.085951068,-0.067226753,-0.03181725,0.038452707,0.055078138,-0.063345216,-0.366654843,-0.025410727,-0.213454023,0.086934157,-0.186266795,-0.001866597,-0.000900154,-0.159812346,-0.064288855,-0.068755798,0.042881947,0.0082185,-0.011562495,0.194628,-0.080558836,-0.135027334,-0.018908165,0.001551228,0.31656608,0.280045122,0.002043884,0.001593808,0.058914542,0.11583057,-0.233093262,0.054264076,0.085995995,0.162268892,0.035963453,0.067439534,-0.130314067,-0.058689363,0.084714592,-0.184823528,0.048935957,0.033975832,-0.094262607,-0.10130962,0.016220627,0.291699797,0.089874536,-0.164951995,-0.074289948,0.187721431,-0.222661331,0.084162764,0.053160038,-0.096426286,-0.130678803,-0.211498961,0.136945188,0.437254369,0.160896569,-0.223028243,-0.068777844,-0.19751972,0.007997923,-0.008149265,0.054000903,-0.090123557,-0.045732334,-0.148555547,-0.023495499,0.11277885,0.081933677,-0.021958694,0.199972317,0.01495337,-0.09023682,0.016523492,-0.063361578,-0.067313783,-0.044646781,-0.092129104,0.005711234,-0.041356847,-0.117662728,-0.01730722,0.042666867,-0.099834271,0.149985641,0.005008687,0.052289926,0.037486762,0.034953065,-0.084019937,-0.100302681,0.167077467,-0.236282289,0.16351755,0.144982874,0.064344279,0.167621538,0.01354149,0.149973392,-0.026340101,0.005163301,-0.117902018,-0.050813626,0.024240594,-0.090589382,0.071654588,0.021080974
28,Denzel Washington,-0.093443289,0.138373703,0.048284266,0.046329129,-0.044947203,-0.059865911,0.02869859,-0.181410879,0.197067693,-0.059020951,0.29309842,-0.118263364,-0.229230627,-0.145418346,-0.033252541,0.140047327,-0.127211049,-0.163507104,-0.159003675,-0.114857815,-0.034231942,-0.038126849,0.069130093,0.066867054,-0.059115097,-0.335617572,-0.072051294,-0.190723598,0.088711508,-0.160678908,-0.011004985,0.018892238,-0.134457722,-0.123483688,-0.034918956,0.00841644,-0.051884469,-0.063126065,0.226639956,0.005027473,-0.172757074,-0.025631536,-0.037849583,0.318911165,0.229796529,-0.021459842,-0.002990671,-0.040414892,0.073641919,-0.155911267,0.040079154,0.148496926,0.248948008,0.004909389,0.079746053,-0.111608699,-0.037369598,0.11512848,-0.220949188,0.07163319,0.150470197,-0.068294846,-0.079836607,-0.007251788,0.209545523,0.147484049,-0.117396414,-0.106061861,0.189458445,-0.151371926,0.016345447,0.074339092,-0.113950387,-0.188528776,-0.212234288,0.04678119,0.398355514,0.084936716,-0.247335017,-0.105542988,-0.116576709,0.037728071,0.030372493,0.049198411,-0.122878253,-0.046021696,-0.159029484,-0.073919572,0.050661951,-0.003625011,-0.076318018,0.202912956,-0.048065264,-0.085008711,0.06487678,0.007385207,-0.123533644,0.015794249,-0.094359107,-0.054608688,0.023146838,-0.11786069,-0.009224242,0.011686646,-0.087824799,0.123474434,-0.006561505,0.049207188,0.001989723,-0.002951597,-0.075891174,-0.066106595,0.216467753,-0.224003688,0.136414722,0.13085562,0.008686852,0.122476198,0.046452954,0.115370475,-0.026276287,-0.001276056,-0.121101163,-0.060866654,-0.008587179,-0.037074436,0.039630704,0.01171249
