Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
33,Edwin Paul Suubi,-0.176255599,0.133569598,0.084639184,0.043159362,-0.068759054,-0.077777892,0.059711359,-0.058830194,0.120201357,-0.036398619,0.201223359,-0.037045836,-0.206463143,-0.124297574,0.120083578,0.116103433,-0.127240449,-0.114088111,-0.116164818,-0.145241588,0.008530436,0.022385892,0.005000428,0.073101811,-0.09738481,-0.295284361,-0.086322658,-0.198408067,0.133638039,-0.06174244,-0.03539025,0.047006477,-0.173267275,-0.071956977,-0.018148717,0.018345464,0.080495156,0.037080109,0.118806928,0.010987075,-0.113909192,-0.006667455,-0.007680822,0.286591262,0.17203553,0.035322938,0.06393446,0.052451435,0.091168784,-0.180036426,0.023689181,0.070716277,0.175770238,0.034750748,0.012091183,-0.223084167,-0.012546765,0.00504419,-0.180393398,0.132617712,0.124746218,-0.160293326,-0.135275319,0.022925707,0.278118759,0.059867859,-0.09410353,-0.135004982,0.184734315,-0.122407496,0.067769498,0.116169415,-0.16670315,-0.058552779,-0.19703351,0.145270795,0.406140655,0.070227735,-0.181820691,-0.023336453,-0.196134537,0.083985627,-0.018173121,0.031040369,-0.079333059,-0.028991234,-0.168016583,0.059866164,0.126474068,-0.049692631,0.037740521,0.206376046,0.023916591,0.033555966,-0.03311801,-0.0408227,-0.080893874,-0.072684258,-0.011661338,-0.010770621,0.039466046,-0.130305812,-0.003359514,0.037949145,-0.176234439,0.136310339,-0.010944748,0.031484343,-0.063395225,0.032376524,-0.049703278,-0.015075109,0.142178968,-0.195022717,0.194637388,0.191686302,0.016771283,0.115832306,-0.038275816,0.093677327,-0.041221753,-0.013235291,-0.117622599,-0.048198272,0.067391671,-0.097603589,-0.027365385,0.035501637
34,Eric,-0.161565974,0.072644994,0.125378206,0.018233541,0.02564984,-0.157127514,0.053900309,-0.080434851,0.07778994,-0.044599731,0.326693684,-0.012611142,-0.186482206,-0.170922652,0.077820301,0.16373913,-0.141869605,-0.131580248,-0.082027644,-0.142389432,-0.03161262,0.078300186,0.006402852,0.09446878,-0.065363452,-0.222687781,-0.058668476,-0.165445969,0.06385798,-0.106638692,0.010498088,0.119380794,-0.17091611,-0.021004902,0.002101385,-0.006174493,0.06160647,-0.020994468,0.217534751,0.010559916,-0.106715359,-0.124884546,0.000262145,0.29450807,0.188010782,-0.061919145,-0.007477028,-0.044290747,0.046980664,-0.163815334,0.053262793,0.096776761,0.134705648,0.092019595,-0.09026698,-0.146281525,-0.007537789,-0.005675336,-0.228469491,0.032135468,0.04474676,-0.171004608,-0.139054194,-0.022246636,0.266562879,0.080545045,-0.107165381,-0.158328071,0.192487583,-0.168936923,-0.070796698,0.136250183,-0.153350204,-0.09053085,-0.280561984,0.064568371,0.292399377,0.054857533,-0.217684329,0.031942602,-0.17612578,-0.021934902,0.011748462,0.082782596,-0.055702873,0.023633741,-0.081906095,0.036083974,0.163557351,-0.010351766,-0.081181653,0.218517184,-0.000195447,0.004517677,0.062273495,-0.022016212,0.085422307,-0.067175157,-0.073673986,-0.036313474,0.013355296,-0.07304994,-0.014351297,0.085273385,-0.165732965,0.161007807,0.065573342,0.031579681,0.01612583,0.019936441,-0.072561331,-0.113601051,0.146789357,-0.188659698,0.201009303,0.130550131,0.086978294,0.129044995,-0.027352547,0.150283799,-0.094426751,-0.089122973,-0.110884286,0.020860439,0.132753626,-0.007581253,0.079399094,0.051074881
35,Eric,-0.166209117,0.08303187,0.081019834,-0.017824329,-0.012684773,-0.144351035,0.046404868,-0.115248062,0.080991842,-0.036530498,0.294894606,-0.009079338,-0.192495272,-0.19665955,0.117795818,0.136616677,-0.184252515,-0.15636456,-0.067393847,-0.174144104,-0.020144446,0.04621939,0.011544332,0.068735339,-0.090424642,-0.261869043,-0.077159755,-0.18520838,0.09799695,-0.045476526,0.040348474,0.138252184,-0.171892524,-0.026209874,-0.031843651,0.041122697,0.034350727,-0.006121335,0.177647755,0.025929961,-0.126681671,-0.129065022,-0.007908043,0.284901857,0.196132421,-0.076694965,0.021300368,0.026295219,0.00654181,-0.13985768,0.018524718,0.117392153,0.161226779,0.075792067,-0.077902697,-0.156307742,-0.017419789,-0.018875701,-0.214281097,0.01964514,0.032842144,-0.209852949,-0.131944433,-0.009734488,0.275669515,0.072833836,-0.089933708,-0.146720931,0.195659265,-0.12729983,-0.088450246,0.122276992,-0.187376291,-0.072099842,-0.29496336,0.081200145,0.323561698,0.01520919,-0.176049277,0.031168744,-0.200846598,-0.024461795,-0.022035979,0.057735234,-0.073510803,0.029360097,-0.130657241,0.040469427,0.131276712,-0.069915816,-0.073079415,0.196217462,-0.017472351,0.035761796,0.051440332,-0.005448773,0.045820732,-0.04739581,-0.062527575,-0.08257214,0.075495198,-0.129897401,-0.007277006,0.074628696,-0.15728265,0.132092342,0.089904256,0.032317437,0.005099538,0.021852031,-0.080713183,-0.129930884,0.174491271,-0.172990054,0.195364639,0.198706493,0.059326693,0.146591842,0.021038529,0.117301598,-0.118818358,-0.088526875,-0.098008014,0.020684365,0.104561299,0.029230349,0.028747099,0.073494911
36,Eric,-0.215957657,0.071863502,0.140755132,-0.001777538,0.010671552,-0.140950829,0.016598938,-0.051505983,0.074352778,-0.033113662,0.337426007,0.020833069,-0.168648124,-0.198410541,0.117030062,0.13496305,-0.128581896,-0.10935545,-0.059492804,-0.073493861,-0.004699171,0.098910861,0.072095342,0.09079136,-0.085148856,-0.249389201,-0.065950133,-0.157543987,0.03647878,-0.029301019,0.04399924,0.11538171,-0.154380858,0.007438737,-0.003276384,0.037186734,0.06108702,0.02208354,0.205831975,0.023300782,-0.161614105,-0.140432358,-0.02701878,0.288031787,0.151290655,-0.032211665,0.030366618,-0.018444169,0.033931267,-0.18693915,0.043775279,0.111204743,0.12913388,0.040299743,-0.043606643,-0.138603717,-0.017029192,0.02194644,-0.206265807,0.041022543,0.015297072,-0.144024387,-0.107366048,-0.069798253,0.296575785,0.108646296,-0.135720342,-0.188054219,0.193147331,-0.107671455,-0.114316985,0.217650875,-0.175196901,-0.105759002,-0.300867647,0.053449493,0.267936498,0.037301008,-0.192775205,0.006201108,-0.21894145,0.002859328,-0.058413964,0.067650989,-0.051344037,0.046329871,-0.114134006,-0.008873066,0.174957469,-0.044869669,-0.070881426,0.238443896,0.022739373,0.035943389,0.00692167,-0.017345428,0.087561235,-0.043494284,-0.092808194,-0.036629636,0.035445757,-0.066519089,0.011267649,0.076513916,-0.19413735,0.142140806,0.05805783,0.029013239,0.018435808,0.046590745,-0.108719751,-0.094105422,0.138297975,-0.222594649,0.226324305,0.142547995,0.119441979,0.123681925,0.029981786,0.131274164,-0.109164573,-0.089922667,-0.088357612,-0.003591031,0.13065125,-0.007684994,0.047639955,0.076452695
37,Eric,-0.186287344,0.058146343,0.152637005,-0.008080941,-0.01356446,-0.150614232,0.061494432,-0.054147113,0.082951777,-0.023836806,0.320339143,0.031009484,-0.163773641,-0.16016601,0.064426444,0.163006976,-0.12185625,-0.140625894,-0.067432389,-0.088926807,0.002647176,0.094602577,0.045708925,0.082465805,-0.101588793,-0.217242494,-0.068873495,-0.141754806,0.035340816,-0.01449073,0.059418272,0.139266416,-0.16988039,-0.001616703,0.018787337,0.042436328,0.066703118,-0.037005685,0.205057561,0.008908283,-0.176570758,-0.132463008,0.024620652,0.280913293,0.177131489,-0.103336208,0.017320057,-0.027685562,0.023624098,-0.210086331,0.002248836,0.102770641,0.125328153,0.037594676,-0.033034109,-0.111248039,-0.005359018,0.023895763,-0.177895963,-0.010218541,-0.00328267,-0.146255195,-0.115226589,-0.100462712,0.283868879,0.074388959,-0.135524094,-0.15634118,0.197080567,-0.121172942,-0.090718947,0.196062297,-0.146749675,-0.073602885,-0.265710145,0.013396118,0.307005733,0.028294012,-0.230702043,0.067988761,-0.266185164,0.014583847,-0.05917887,0.04868748,-0.021486808,0.06725964,-0.146574825,-0.033322483,0.205514252,-0.068211801,-0.023389749,0.252399027,0.025912274,-0.00546452,0.051336505,-0.018951343,0.0532116,-0.075590201,-0.100518793,-0.083575331,0.030396655,-0.085629016,-0.008709118,0.077684179,-0.217168182,0.124212243,0.066589579,0.03907118,0.064055033,0.018237634,-0.079159141,-0.12118651,0.152429149,-0.201673135,0.16578427,0.09876626,0.022794973,0.122975744,0.039563701,0.162495032,-0.156416714,-0.10134428,-0.06714908,0.002337434,0.117804125,-0.027316164,0.039884478,0.052843966
38,Jason Derulo,-0.130888864,0.172273219,0.115521163,-0.013775308,0.025562812,-0.095802024,0.037391908,0.022916697,0.150915191,0.043081217,0.291373253,-0.04038804,-0.214191973,-0.06738361,-0.007205505,0.090463281,-0.17940107,-0.039918154,-0.115846381,-0.087190613,0.037771069,0.019456334,-0.008321103,0.045143865,-0.11112915,-0.277646244,-0.049182188,-0.213495553,0.028384125,-0.140001968,0.007839252,0.00231293,-0.159825683,-0.091499895,-0.025968123,-0.03759744,0.083793774,-0.012083746,0.135735974,-0.004856396,-0.092421681,-0.00524571,0.032456014,0.289648056,0.119589753,0.041882839,0.016416429,0.009682948,0.067436665,-0.218581572,0.109533198,0.064003862,0.165567935,0.07099127,-0.014183666,-0.1935312,-0.060318545,0.007315146,-0.227606222,0.100312948,0.118721813,-0.049619213,-0.176759183,-0.047109939,0.244862169,0.139723867,-0.164419502,-0.15935649,0.153718412,-0.10629499,0.029701829,0.084038749,-0.119760506,-0.095388621,-0.207588941,0.18058607,0.327893138,0.081124626,-0.165666699,-0.035818115,-0.2895208,0.038070746,-0.128661498,-0.031494372,-0.09474887,0.060165852,-0.091867737,0.053703442,0.093297169,-0.022635823,-0.047419034,0.214413837,-0.027838413,-0.018576739,-0.045893636,-0.026483264,-0.090244345,-0.037316184,-0.072896659,0.004286558,0.07815598,-0.094233595,-0.032227427,0.075244635,-0.207851022,0.101590686,0.020294651,-0.012167213,0.036614366,0.092689022,-0.120432422,-0.102818646,0.180228934,-0.226815969,0.204638511,0.136022076,0.140386403,0.106755354,0.036171921,0.074973732,0.01889444,-0.003871107,-0.128530025,-0.044382114,0.077813566,-0.013320642,-0.002689244,0.043679006
39,Jason Derulo,-0.119164839,0.126174554,0.0630216,-0.024550904,-0.023539968,-0.015141232,0.067526966,-0.022467639,0.182645053,-0.069439307,0.295061409,-0.011607412,-0.257865101,-0.055192616,0.019403879,0.110020518,-0.154636145,-0.051868755,-0.100223109,-0.105883949,0.040969931,-0.007493822,-0.001282297,0.034654289,-0.090131402,-0.316083401,-0.123024508,-0.186442435,0.052694336,-0.128652781,-0.018628739,0.023199765,-0.148258314,-0.050848618,-0.048312806,-0.066327862,0.076792516,-0.029225405,0.13135539,0.032391045,-0.095959283,-0.010422713,-0.017715784,0.27066052,0.055577651,0.026313469,0.048928276,0.015084783,0.078884803,-0.177504227,0.0750186,0.074559689,0.220789477,0.031772882,-0.00568224,-0.179567099,-0.03139355,0.046881676,-0.219455525,0.106513932,0.120688356,-0.067607343,-0.163736969,-0.035241265,0.285489857,0.143181801,-0.189145565,-0.129031375,0.180949241,-0.071063936,0.053247593,0.04574861,-0.173980117,-0.140656084,-0.185745955,0.185830235,0.342765987,0.137630716,-0.166961864,-0.030334828,-0.279980302,0.080453433,-0.103747182,0.051216099,-0.12450254,0.074022576,-0.097085096,0.053183801,0.054060441,-0.020819975,-0.041888539,0.274072528,-0.023728326,0.028341552,-0.056255218,-0.025211558,-0.109894201,-0.101720877,-0.022698535,-0.014211752,0.054528929,-0.111059606,-0.03006991,0.099756397,-0.199728101,0.132021084,-0.043356966,0.019358639,0.015486391,0.074998453,-0.062082499,-0.084318236,0.115542635,-0.260437787,0.122007623,0.155275598,0.081027262,0.123784333,0.026967507,0.083129808,-0.003609878,-0.03623537,-0.181584492,-0.05081724,0.099995576,-0.049516536,-0.022695867,0.012554371
40,Jason Derulo,-0.159164488,0.152007297,0.068669781,-0.011724437,-0.020986246,-0.05476829,0.093058363,0.013236168,0.217116535,0.01640426,0.248397216,-0.012649418,-0.223423481,-0.019791944,-0.006617169,0.107128412,-0.162553802,-0.023739593,-0.095666535,-0.119314462,0.051176917,-0.012315329,-0.048016764,0.036544301,-0.127819359,-0.305318207,-0.076423138,-0.199781626,0.066538833,-0.091250405,0.012550093,0.010160425,-0.145252079,-0.091211535,-0.050755434,-0.032567177,0.085166104,-0.028638611,0.134583697,0.005074447,-0.0870938,-0.007560355,-0.014326638,0.27768299,0.051502105,0.035883695,0.075138628,0.003814038,0.116099589,-0.172447905,0.089679338,0.056556325,0.193639114,0.039180964,-0.012547322,-0.21428588,-0.023316864,0.036649633,-0.273600608,0.089838959,0.113211602,0.01170039,-0.151851505,-0.010078252,0.251372069,0.161331266,-0.141580492,-0.115349293,0.212434962,-0.083742566,0.101329729,0.010040822,-0.145950153,-0.149013028,-0.162877262,0.197855413,0.384687424,0.114759833,-0.15279296,-0.02435527,-0.276126415,0.049731553,-0.054787196,-0.013009037,-0.124990284,0.055602938,-0.087017842,0.068107061,0.086835004,-0.009454703,-0.035526142,0.227156654,0.012480251,-0.00893825,-0.05861501,-0.02834687,-0.128506526,-0.012081107,-0.017571261,0.009734738,0.104489118,-0.099910915,0.005750919,0.080549665,-0.220521092,0.148502767,0.01251804,0.031811133,0.01467922,0.095091537,-0.099245846,-0.080119766,0.172257647,-0.197861865,0.176430672,0.127435252,0.041400269,0.147402987,0.016875669,0.071485534,0.040862538,-0.011265825,-0.168452784,-0.023202332,0.090265855,-0.066373333,-0.007519996,0.053412367
41,Jason Derulo,-0.162755162,0.187271923,0.07600598,0.00574149,0.033360884,-0.057055641,0.100360319,0.015772361,0.201003894,-0.001995318,0.296017975,-0.032219723,-0.233385697,-0.048056073,-0.014071832,0.120569862,-0.144844189,-0.029419625,-0.103356563,-0.091773942,0.047244105,0.012917303,-0.059305638,0.013771275,-0.096249528,-0.304817855,-0.076212436,-0.17158559,0.027635185,-0.103160642,0.032271288,0.027771985,-0.142995268,-0.084069878,-0.026589219,-0.043778069,0.109355435,0.005345951,0.147074208,0.028575663,-0.063851312,-0.049258858,0.022905815,0.309118181,0.038430113,0.027453618,0.044408619,-0.005389336,0.093064405,-0.21276176,0.112956785,0.045971733,0.184403077,0.096416801,0.005964871,-0.233325034,-0.028574197,0.051962309,-0.24407208,0.093767941,0.091178596,0.001567399,-0.174413934,-0.018229533,0.261575431,0.163584501,-0.148921311,-0.133058414,0.184350565,-0.066053309,0.088371255,0.0435712,-0.13696669,-0.136523128,-0.191293359,0.20236969,0.342573404,0.118986309,-0.153265342,-0.032219395,-0.264701813,0.043434143,-0.061177373,-0.015642347,-0.102454677,0.054602906,-0.059040025,0.06179006,0.075813204,0.012939563,-0.060379535,0.231227666,-0.035426866,-0.008939192,-0.07033325,-0.038859122,-0.082943603,-0.03577923,-0.024968745,-0.003243179,0.082821116,-0.102455266,-0.020444302,0.088191546,-0.25319773,0.130841881,0.013296708,0.04185091,0.028968086,0.083544336,-0.070216604,-0.042325366,0.159475654,-0.230145335,0.201566309,0.116109923,0.033764698,0.148231164,0.005382393,0.075413458,0.038303003,-0.034108296,-0.158774957,-0.023748359,0.083328828,-0.042344704,-0.027467484,0.032431476
42,Jason Derulo,-0.142383456,0.112830237,0.068537459,-0.015097485,-0.056163907,-0.03109497,0.059161883,-0.053865228,0.186355114,-0.08614514,0.272148669,-0.015093999,-0.254214674,-0.058321092,0.058722477,0.133078873,-0.121376634,-0.073601328,-0.109233655,-0.113593094,0.026963037,-0.032631837,-0.028197682,0.06879805,-0.121942937,-0.307176024,-0.126565441,-0.165900901,0.056316745,-0.101071179,-0.044658076,0.05370339,-0.152704015,-0.059014164,-0.058261629,-0.08249189,0.060959276,-0.010222931,0.135163128,0.023474053,-0.115286261,-0.002752865,-0.006147925,0.225365087,0.076673575,0.023716569,0.074401468,-0.014785876,0.061316591,-0.173053339,0.036659505,0.094095156,0.182193592,0.027616732,0.011174775,-0.230808079,-0.036315449,0.032855876,-0.216402903,0.116084367,0.086453028,-0.038518347,-0.175311238,-0.019011589,0.276448399,0.121762224,-0.162138119,-0.132656798,0.207052559,-0.061183922,0.084314235,0.078421846,-0.176985994,-0.184036061,-0.172598079,0.170180947,0.347267956,0.138571903,-0.181884065,0.006809555,-0.285074621,0.044479519,-0.080969989,0.001083438,-0.110705853,0.031920698,-0.093336612,0.066068225,0.065139182,-0.009575065,0.021353282,0.308699369,0.015400236,0.023054119,-0.063219801,-0.004448959,-0.122147426,-0.081072882,-0.033550542,-0.043210778,0.089716725,-0.096267313,0.00700006,0.082009487,-0.218817711,0.146989524,-0.016317181,0.040268593,-0.008316734,0.081008062,-0.094828911,-0.06477987,0.131629393,-0.253816396,0.119629011,0.157366186,0.058670782,0.107459679,0.046038784,0.063121937,-0.002586955,-0.057531968,-0.175450847,-0.011004352,0.125423104,-0.098415174,-0.034455851,0.03915336
43,Jason Derulo,-0.09827739,0.136200473,0.080789067,-0.011042287,0.008872077,-0.055794671,0.090483055,0.048881426,0.159269273,-0.023282405,0.241538629,-0.054119065,-0.212224022,-0.0546569,0.021211289,0.116730563,-0.14707002,-0.024028648,-0.069978535,-0.100951962,0.037976682,0.013103458,-0.030445112,0.068455413,-0.11956571,-0.317192852,-0.101218268,-0.188030988,0.074060075,-0.069059603,-0.024513692,0.097354203,-0.109699577,-0.038973685,-0.008005621,-0.048512261,0.093196586,-0.001184782,0.129128918,0.042014536,-0.068436325,-0.048359744,0.01229179,0.320988774,0.1051443,0.01641966,0.079391651,0.013380744,0.078226894,-0.161619782,0.112241521,0.07132028,0.15019694,0.114785016,0.014362309,-0.199937597,-0.016174737,0.016341155,-0.239395022,0.091506734,0.080973722,-0.000848662,-0.170965791,-0.022951713,0.255221277,0.130100444,-0.156144559,-0.1584398,0.217409179,-0.114371382,0.091280133,0.068746999,-0.170038894,-0.107996121,-0.130371451,0.190366209,0.321318358,0.158033937,-0.165469795,-0.005492557,-0.236614898,0.024428226,-0.015581375,0.029534325,-0.079849608,0.04769326,-0.048122674,0.078208014,0.053386517,-0.020171592,-0.042011946,0.226280853,-0.004814424,-0.037220825,-0.026685014,-0.026678447,-0.091181688,-0.013679467,-0.055609223,-0.012040312,0.087433122,-0.125820145,-0.03114675,0.070159383,-0.215033904,0.177480549,0.018368253,0.02922642,0.014909311,0.076923154,-0.10506662,-0.048047494,0.155395493,-0.23484081,0.163741633,0.104467422,0.057551064,0.135301575,-0.012619659,0.119152136,0.029628024,-0.081796259,-0.126631662,-0.022033395,0.10094776,-0.041913643,-0.036132,0.006401927
44,Juliana Kanyomozi,-0.127524674,0.107642926,0.067055002,-0.05563676,-0.058199599,-0.098780952,-0.031149702,-0.135666385,0.22224395,-0.072681263,0.27649191,-0.043644402,-0.19855082,-0.038150329,-0.007882051,0.154615313,-0.187725216,-0.135010704,-0.004466506,-0.06349013,0.071819566,-0.01190409,0.058689564,0.146810085,-0.131929189,-0.334861636,-0.104876198,-0.165721551,-0.012334526,-0.092934199,-0.005276477,0.11293336,-0.221980661,-0.039577443,-0.005753344,0.024635972,-0.007422256,-0.115106247,0.182254925,-0.052395519,-0.206412539,-0.086603723,0.094431497,0.195827991,0.186383218,-0.017168503,0.047054864,-0.077244371,0.037646789,-0.159364879,0.060263425,0.118114576,0.083400205,0.011168703,0.022032512,-0.221990868,-0.053792685,0.063732423,-0.164795339,-0.036878616,0.052823067,-0.029702777,-0.132162288,-0.118001625,0.349046081,0.191269055,-0.148571044,-0.119734816,0.273219675,-0.129774883,-0.071343265,0.059779435,-0.178693667,-0.157798514,-0.234918207,-0.015207503,0.361763239,0.035500467,-0.174462408,0.119154647,-0.165550321,-0.000561861,-0.109642886,0.142390653,-0.070846945,0.112706766,-0.031848382,0.005097538,0.171812952,0.037552431,-0.023959011,0.224721625,-0.033311762,-0.032324892,0.07871826,-0.044267546,-0.05101902,-0.087531276,-0.194193691,-0.075839959,-0.062916934,-0.041804403,-0.109737359,0.141700953,-0.258769125,0.128011122,0.04612321,-0.037771583,-0.019467715,0.029911881,-0.056112643,-0.069307387,0.137256861,-0.268766969,0.145957351,0.068574674,0.12839967,0.194445223,0.012972448,0.125347704,-0.011180389,-0.046130754,-0.237032771,-0.004203639,0.130478114,-0.092799857,0.047938019,0.05644951
45,Juliana Kanyomozi,-0.174213305,0.097805984,0.011846051,-0.14947547,-0.033232305,-0.055695724,-0.001597634,-0.172175527,0.207198843,-0.057435684,0.282100558,-0.071590982,-0.27133587,-0.055567458,0.036788549,0.153080985,-0.329235315,-0.113556698,-2.88E-05,-0.014194769,0.03218583,-0.001004295,0.032770753,0.1426709,-0.137267992,-0.342611462,-0.113782331,-0.107647181,0.055218589,-0.090673357,0.034584135,0.073377706,-0.293399781,0.045975186,-0.003767808,0.073182732,0.012701417,-0.113396458,0.198126152,0.000570833,-0.186903194,-0.121818885,0.047650594,0.182218552,0.259946316,-0.087261364,-0.035926402,-0.049363256,0.032265611,-0.21177806,0.017490771,0.159951419,0.078538284,0.034083262,-0.035419874,-0.252588481,-0.059107721,0.027578488,-0.157205328,-0.067203127,0.087788917,-0.023753645,-0.068310924,-0.041545913,0.281703323,0.109184183,-0.200536847,-0.148993507,0.200830415,-0.130489543,0.045312762,0.084578678,-0.169157684,-0.188133374,-0.214860007,0.006770618,0.310797483,0.028673301,-0.187860683,0.047184899,-0.221073046,-0.038299896,-0.059119277,0.063195072,-0.039953627,0.078985862,-0.08755856,0.084501475,0.180598617,0.002400434,0.028063571,0.316324919,-0.06738548,-0.006539629,0.047807679,0.004216773,-0.020039842,-0.053184815,-0.129006043,-0.011510273,-0.026765773,-0.085517339,-0.05076373,0.175087869,-0.230240464,0.160348341,0.093717106,-0.019799378,-0.012676982,-0.024486553,-0.117384449,-0.078307487,0.180600137,-0.30136764,0.198213443,0.109609798,0.057772733,0.149453133,-0.003855832,0.118249595,-0.043375187,-0.043105632,-0.16141066,0.033116445,0.0553381,-0.072429128,0.032681506,0.005961839
46,Juliana Kanyomozi,-0.117022865,0.062860422,0.043115951,-0.073715314,-0.023939637,-0.05182514,-0.036405459,-0.130901262,0.187703833,-0.057854999,0.273486197,-0.018712707,-0.236479923,-0.051584087,-0.05919173,0.186617434,-0.144330308,-0.163043872,-0.009768213,-0.013670286,0.077945277,-0.037126113,0.080906734,0.130649552,-0.093853615,-0.339480191,-0.092882954,-0.137851536,-0.004238647,-0.013418963,-0.040440194,0.122530654,-0.273696125,-0.012881342,0.024239467,0.028023781,0.008303016,-0.121591747,0.21600166,0.040440559,-0.214103222,-0.135378152,0.077546194,0.231443599,0.219165385,-0.070431717,0.030989343,-0.035454482,-0.011033886,-0.215183511,0.05913049,0.141373381,0.1634119,0.090813026,-0.043872442,-0.207373366,0.019273199,0.042326875,-0.181062967,-0.058231324,0.005186203,-0.048879988,-0.10601566,-0.091767728,0.340851903,0.153165087,-0.169986233,-0.104032621,0.229613051,-0.082126439,0.004041133,0.055013135,-0.243880033,-0.193295076,-0.250629663,0.01722323,0.314691067,0.101288199,-0.169753179,0.103732981,-0.202545911,0.020531142,-0.120163366,0.097595632,-0.03368922,0.125273898,-0.003136227,0.036809664,0.151338458,-0.046823375,-0.045073204,0.268052697,-0.060454275,-0.045012172,0.043792207,0.020490693,0.036831256,-0.057947755,-0.186352775,-0.041145917,-0.076533616,-0.047859933,-0.025608677,0.109602973,-0.297132462,0.039900452,0.062544815,-0.039602261,0.013870167,-0.00578344,-0.103741869,-0.125151545,0.107278146,-0.275854409,0.184763551,0.152031586,0.139289588,0.169679567,0.037038684,0.085716784,0.014320561,-0.09929911,-0.141423583,0.008983796,0.142097503,-0.010512657,0.00482767,0.04937515
47,Juliana Kanyomozi,-0.088403277,0.061279889,0.041423157,-0.065014102,-0.060194619,-0.125264123,-0.000715376,-0.190091729,0.206575602,-0.135163963,0.287017435,0.010126808,-0.218220323,-0.004649378,-3.70E-05,0.129668221,-0.211602479,-0.094074741,-0.062969536,-0.008573785,0.028231334,-0.024491359,0.064743571,0.064770795,-0.042112481,-0.296075583,-0.163146839,-0.119071513,0.014351794,-0.016061237,0.015038451,0.090865999,-0.154696599,-0.018464955,0.020220086,-0.012647182,-0.025532532,-0.056840282,0.183211356,-0.039699718,-0.159549713,-0.097682573,0.073388331,0.194761291,0.269831806,-0.016789591,-0.030239373,-0.063743249,0.002955283,-0.204091161,0.027587902,0.06519752,0.114360869,0.076694459,0.089749388,-0.179371163,-0.000822756,0.0841925,-0.192655176,-0.037133358,0.010102201,-0.058676265,-0.05872209,-0.028692778,0.349085271,0.137368158,-0.165396228,-0.090706199,0.236261263,-0.155645967,-0.032909881,0.070408896,-0.16046232,-0.162837595,-0.177468002,-0.056432709,0.369811058,0.076926053,-0.18196778,0.029054958,-0.18217276,-0.104532272,-0.051041842,0.029891711,-0.016625106,-0.018200509,-0.082499169,-0.027859099,0.180492938,-0.033441935,0.00121014,0.300922543,-0.04792437,-0.064072728,0.039552726,-0.018229768,-0.030782126,-0.064813882,-0.1982757,-0.122989193,-0.061693106,-0.084934212,-0.083073959,0.120392531,-0.233126387,0.110531539,0.049211815,-0.015320651,-0.004618345,-0.037861403,-0.080792844,-0.066866793,0.1666895,-0.278279245,0.176315591,0.103660956,0.082686082,0.136247203,-0.080591246,0.056634907,-0.033566996,-0.087563738,-0.165977329,-0.003687184,0.052379087,-0.060606748,0.0193545,0.040446416
